stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,stop_timezone,location_type,parent_station
ROME9500,04963,"Umanesimo/S. Eugenio","",41.822685,12.472128,"",,,
ROME9559,04973,"Castro Pretorio","",41.905834,12.505718,"",,,
ROME9563,04974,"S.m. Battaglia","",41.905788,12.504955,"",,,
ROME9593,04975,"Lucrezia Romana/Pellaro","",41.834267,12.576397,"",,,
ROME9351,05000,"Piazza Dei Cinquecento","",41.901299,12.500420,"",,,
ROME9355,05001,"Nervi/Palazzo Sport","",41.823818,12.466082,"",,,
ROME9356,05004,"Agricoltura","",41.836689,12.471420,"",,,
ROME9357,05013,"Piazza Augusto Imperatore","",41.905235,12.477285,"",,,
ROME9358,05015,"Mancini","",41.930969,12.464190,"",,,
ROME9359,05016,"Cornelia","",41.904362,12.424915,"",,,
ROME9360,05019,"Anagnina","",41.842972,12.584973,"",,,
ROME9361,05020,"Arco Di Travertino","",41.866749,12.536497,"",,,
ROME9362,05021,"Clodio","",41.918041,12.456313,"",,,
ROME9363,05022,"Laurentina","",41.826874,12.480737,"",,,
ROME1,10001,"Conca D'oro","DOPO PZA CONCA D'ORO - AREA PARCHEGGIO - CAPOLINEA 86-93-336-337-343 (CAPOLINEA INOPEROSO)",41.938545,12.525913,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME2,10002,"Borgo Sant'angelo","",41.903221,12.463745,"",,,
ROME3,10003,"Cimitero Laurentino","ALTEZZA RIQUADRO 14 - CAPOLINEA C8-C11-C13 (CAPOLINEA INOPEROSO)",41.760880,12.494687,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME4,10004,"San Giovanni","",41.886021,12.510527,"",,,
ROME9602,10010,"Staz.ne Tiburtina","",41.909870,12.528813,"",,,
ROME9615,10011,"Staz.ne Tiburtina","",41.909828,12.528752,"",,,
ROME9614,10012,"Staz.ne Tiburtina","",41.909786,12.528680,"",,,
ROME9613,10013,"Staz.ne Tiburtina Mb","",41.909760,12.528565,"",,,
ROME9616,10014,"Staz.ne Tiburtina","",41.909737,12.528440,"",,,
ROME9617,10015,"Staz.ne Tiburtina","",41.910416,12.529677,"",,,
ROME9618,10016,"Tiburtina/Castro Laurenziano","",41.903942,12.520808,"",,,
ROME9583,10017,"Umanesimo/Urali","ALTEZZA CIVICO 78",41.823200,12.470095,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME9701,10018,"Tiburtina","",41.910091,12.529058,"",,,
ROME9509,10037,"Brunetti","",41.787811,12.490190,"",,,
ROME5,20003,"Rocca Cencia/Gioiosa Jonica","40 M. DOPO VIA SERRA PEDACE",41.867584,12.689102,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME7,20006,"Castel Porziano/Mariani","25 M. DOPO VIA MARIANI PRIMA CIVICO 485",41.737614,12.372494,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME9,20014,"Gordiani/Amalfi","",41.886406,12.554405,"",,,
ROME10,20018,"Cimitero Laurentino","ALTEZZA RIQUADRO 17",41.760571,12.489053,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME13,20027,"Tradate/Bareggio","",41.791451,12.329547,"",,,
ROME14,20028,"Tiburtina/Lino Da Parma","ALTEZZA KM.10+360 SINISTRA DOPO FRONTE CIVICO 1040",41.932140,12.581147,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME15,20029,"Tiburtina/Tor Cervara","200 M.DOPO VIA TOR CERVARA FRONTE CIVICO 1095/A",41.932732,12.588327,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME16,20030,"Tiburtina/Tivoli","50 M.DOPO VIA TIVOLI DOPO FRONTE CIVICO 1119",41.932953,12.590991,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME17,20033,"Cimitero/V.le Uffici","VLE UFFICI / 100 M. DOPO INGRESSO SUD CIMITERO",42.008465,12.493485,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME19,20037,"Selva Candida/Basaluzzo","",41.932186,12.376708,"",,,
ROME20,20038,"Selva Candida/Basaluzzo","",41.932072,12.376887,"",,,
ROME21,20040,"Donna Olimpia/Fiorini","",41.875229,12.454800,"",,,
ROME22,20078,"Moschea/Forte Antenne","",41.934803,12.495748,"",,,
ROME23,20079,"Sacro Cuore Di Maria/Euclide","",41.927460,12.481900,"",,,
ROME26,20083,"Volpato/Radio","",41.871407,12.467342,"",,,
ROME27,20084,"Volpato/Radio","",41.871880,12.467523,"",,,
ROME28,20097,"Incisa Val D'arno","",41.978962,12.509112,"",,,
ROME29,20098,"Incisa Val D'arno","",41.979122,12.509057,"",,,
ROME30,20099,"Cavaceppi/Vico Consorti","",41.795616,12.432582,"",,,
ROME31,20100,"L.go Valsabbia","",41.942867,12.515870,"",,,
ROME32,20101,"L.go Valsabbia","",41.942928,12.515972,"",,,
ROME34,20103,"Emo/Di Bartolo","",41.902462,12.441240,"",,,
ROME35,20106,"Cave Di Pietralata","",41.912731,12.540768,"",,,
ROME36,20107,"Cave Di Pietralata","",41.912804,12.540922,"",,,
ROME39,20113,"Monti Tiburtini/Pertini","",41.918552,12.538215,"",,,
ROME40,20114,"Monti Tiburtini/Pertini","",41.919167,12.537018,"",,,
ROME41,20115,"Tiburtina/Morolo","",41.937481,12.618545,"",,,
ROME42,20116,"Tiburtina/Salone","",41.937958,12.620367,"",,,
ROME44,20118,"Stazione Prima Porta","",42.000061,12.493907,"",,,
ROME45,20121,"Aurelia/Persichetti","",41.882988,12.340980,"",,,
ROME46,20124,"Garibaldi/Fabrizi","",41.887627,12.466643,"",,,
ROME48,20128,"Partenope/Irpinia","10 M. PRIMA VIA FONTANAROSA",41.892403,12.550900,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME52,20133,"Tiburtina/Nasini","50 M. DOPO CASA CIRCONDARIALE REBIBBIA ALTEZZA VIA MAJETTI",41.929436,12.577088,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME53,20136,"Trigoria/Andriuli","",41.762047,12.477578,"",,,
ROME55,20138,"Pesenti/Tiburtina","",41.932140,12.599452,"",,,
ROME58,20142,"Tiburtina/Castel Madama","",41.933758,12.603652,"",,,
ROME59,20143,"Tiburtina/Pesenti","30 M. DOPO VIA SMERILLO PRIMA FRONTE CIVICO 1180",41.932850,12.597967,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME60,20147,"Tiburtina/Tor Cervara","10 M. PRIMA SBOCCO VIA TOR CERVARA",41.932713,12.586050,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME61,20149,"Rocca Cencia/Stabilimento Ama","",41.884918,12.695312,"",,,
ROME62,20152,"Tiburtina/Nasini","FRONTE CASA CIRCONDARIALE REBIBBIA ALTEZZA CIVICO 998",41.929832,12.577412,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME63,20159,"Casal Boccone/Almaviva","",41.957863,12.557417,"",,,
ROME66,20171,"Casal Boccone/Ojetti","",41.952229,12.559133,"",,,
ROME67,20178,"Casal Boccone/Almaviva","",41.957893,12.557007,"",,,
ROME68,20181,"Fioranello/Ardeatina","",41.795486,12.535373,"",,,
ROME69,20182,"Fioranello/Civico 186","",41.794304,12.537462,"",,,
ROME75,20199,"Tiburtina/Lino Da Parma","",41.931576,12.579860,"",,,
ROME78,20215,"Morosini E./Nuovo Regina Margherita","",41.885857,12.469258,"",,,
ROME79,20217,"Xxi Aprile/Nardini","30 M. PRIMA VIA NARDINI",41.917965,12.520179,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME82,20265,"Oslavia/Bainsizza","",41.918900,12.461548,"",,,
ROME83,20288,"Levi Civita","",41.855587,12.473063,"",,,
ROME84,20295,"Mameli","",41.888046,12.467605,"",,,
ROME85,20296,"Garibaldi/Iacobucci","",41.888466,12.466005,"",,,
ROME87,20300,"Chiodelli/Corbellini","60 M. DOPO SBOCCO VIA GUIDO CORBELLINI",41.907875,12.662415,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME89,20308,"Acquedotto Del Peschiera","20 M. PRIMA VIA DELL'ACQUEDOTTO PAOLO",41.936466,12.425338,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME91,20313,"Boston","30 M. PRIMA VLE AMERICA",41.829029,12.471226,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME92,20321,"Boston","30 M. PRIMA VLE EUROPA",41.829681,12.471742,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME93,20323,"Mameli","",41.888390,12.467558,"",,,
ROME94,20332,"Civitacampomarano/Case Rosse","17 M. PRIMA VIA CASE ROSSE",41.931995,12.643026,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME96,20353,"S. Arcangelo Di Romagna","",41.789932,12.407785,"",,,
ROME97,20354,"Stazione Grottarossa","",41.964008,12.488963,"",,,
ROME99,20364,"Laurentina/Tor Pagnotta","",41.802708,12.481653,"",,,
ROME100,20369,"Laurentina/Cimitero Laurentino","ALTEZZA ROTATORIA CIMITERO LAURENTINO",41.764160,12.498068,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME101,20370,"Laurentina/Mandriola","70 M. PRIMA FRONTE CIVICO  1351",41.761257,12.500043,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME102,20374,"Laurentina/Civico 1569","35 M. DOPO CIVICO 1569",41.745728,12.503460,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME103,20375,"Laurentina/Cimitero Laurentino","20 M. PRIMA ROTATORIA CIMITERO LAURENTINO",41.763710,12.499105,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME9512,20379,"Bella Villa","",41.873314,12.577322,"",,,
ROME105,20380,"Laurentina/Boscotrecase","15 M. DOPO VIA SANTA SERENA - ALTEZZA CIVICO 1529",41.748745,12.501545,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME107,20388,"G.R.A.","",41.857697,12.376755,"",,,
ROME9489,20389,"Colosseo","",41.891312,12.492332,"",,,
ROME108,20398,"Cornelia/Villata","80 M. DOPO VIA VILLATA FRONTE CIVICO 215A",41.899738,12.389355,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME109,20400,"Oceano Pacifico/Velodromo","",41.824989,12.456078,"",,,
ROME110,20409,"Teano","10 M. PRIMA VIA CAIRANO",41.890202,12.551109,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME111,20416,"Pta S. Sebastiano/Sepolcro Scipioni","",41.873798,12.501360,"",,,
ROME112,20423,"VINCI","",41.938183,12.419372,"",,,
ROME113,20424,"Pitagora","",41.921555,12.489655,"",,,
ROME117,20443,"Tiburtina/Zoe Fontana","ALTEZZA CIVICO 1268",41.934364,12.608293,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME122,20501,"Cambellotti","",41.869438,12.631973,"",,,
ROME123,30156,"Sirene","",41.736038,12.272753,"",,,
ROME129,30519,"De Carolis/Nicolai F.","",41.913914,12.440982,"",,,
ROME131,30536,"Bufalotta/Fucini","",41.952446,12.543373,"",,,
ROME9352,30547,"Tiburtina/Castel Madama","",41.933811,12.605020,"",,,
ROME9619,30552,"Liburni","",41.900494,12.512252,"",,,
ROME9462,30560,"Europa/Tolstoi","",41.831055,12.468182,"",,,
ROME9556,30563,"Staz.ne Metro Cipro","",41.907108,12.448207,"",,,
ROME9604,30568,"S. Luca Evangelista","",41.887630,12.537542,"",,,
ROME9695,30571,"P.za Venezia","",41.895432,12.481947,"",,,
ROME9720,30585,"Taranto/ Pontremoli","",41.885162,12.511903,"",,,
ROME9627,40033,"Cornelia","",41.904255,12.425138,"",,,
ROME135,70002,"Flaminia/Cantalupo","",41.954903,12.484548,"",,,
ROME136,70003,"Flaminia/Tor Di Quinto","",41.951973,12.484668,"",,,
ROME9258,70004,"Flaminia/Monterosi","",41.951023,12.480733,"",,,
ROME9259,70005,"Flaminia/Cappelli R.","",41.949772,12.478958,"",,,
ROME9260,70006,"Flaminia/Morlupo","",41.947815,12.475602,"",,,
ROME9261,70007,"Flaminia/Nitti","",41.946297,12.473415,"",,,
ROME9262,70008,"Flaminia/Bevagna","",41.944302,12.472062,"",,,
ROME137,70009,"C.so Francia/Flaminia","60 M. PRIMA VIA HONDURAS",41.940731,12.470782,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME138,70010,"Tor Di Quinto/Riano","20 M. DOPO VIA RIANO",41.937107,12.469628,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME139,70011,"Mozart/Sibelius","",41.912182,12.563843,"",,,
ROME140,70012,"Mozart/Badile","",41.914188,12.562372,"",,,
ROME142,70014,"Lgt Thaon Di Revel/Foro Italico","50 M. DOPO SBOCCO PONTE DUCA D'AOSTA",41.931099,12.462859,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME143,70015,"Lgt Thaon Di Revel/Romano","",41.933331,12.465273,"",,,
ROME144,70017,"Flaminia/Calderini","",41.931271,12.467823,"",,,
ROME145,70018,"Flaminia/Carracci","",41.929508,12.468508,"",,,
ROME146,70019,"Flaminia/Reni","",41.927795,12.469225,"",,,
ROME147,70020,"Flaminia/Vignola","",41.924992,12.470365,"",,,
ROME148,70021,"Flaminia/Fracassini","",41.922920,12.471217,"",,,
ROME149,70023,"Litoranea/Varco 5","",41.658611,12.414415,"",,,
ROME150,70026,"Del Fiocco/Valle Giulia","",41.913689,12.480627,"",,,
ROME151,70027,"Victor Hugo/Museo Bilotti","",41.912987,12.483458,"",,,
ROME152,70029,"Victor Hugo/Museo Bilotti","",41.913338,12.482812,"",,,
ROME153,70030,"Del Fiocco/Valle Giulia","",41.913784,12.481062,"",,,
ROME154,70031,"Repubblica","",41.902508,12.497133,"",,,
ROME155,70032,"Nazionale/Torino","",41.901882,12.494925,"",,,
ROME156,70033,"Villa Borghese/Washington","",41.912491,12.477485,"",,,
ROME157,70034,"Nazionale/Quattro Fontane","",41.900162,12.492303,"",,,
ROME158,70035,"Nazionale/Palazzo Esposizioni","",41.899139,12.490738,"",,,
ROME159,70036,"Litoranea/Varco 4","",41.660835,12.411013,"",,,
ROME160,70037,"Nazionale/Quirinale","",41.896973,12.487435,"",,,
ROME161,70038,"P.za Venezia","",41.896828,12.482848,"",,,
ROME162,70039,"Piazza Della Marina","70 M. DOPO SBOCCO VIA D. AZUNI",41.915817,12.474329,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME163,70041,"Flaminia/Villa Giulia","10 M. PRIMA VIA DI VILLA GIULIA",41.917877,12.473426,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME164,70042,"Argentina","",41.896122,12.476855,"",,,
ROME165,70044,"C.so Vittorio Emanuele/S. A. Della Valle","",41.896572,12.473893,"",,,
ROME167,70046,"Litoranea/Varco 3","",41.665524,12.404817,"",,,
ROME168,70047,"Tiziano/Apollodoro","",41.929401,12.469528,"",,,
ROME169,70048,"Tiziano/Xvii Olimpiade","",41.932297,12.468382,"",,,
ROME170,70049,"C.so Vittorio Emanuele/Navona","",41.897194,12.471447,"",,,
ROME171,70050,"Litoranea/Varco 2","",41.670666,12.398348,"",,,
ROME172,70051,"Lgt Thaon Di Revel/P. Milvio","",41.934372,12.466750,"",,,
ROME173,70052,"Lgt Thaon Di Revel/Romano","",41.933151,12.464710,"",,,
ROME174,70053,"C.so Vittorio Emanuele/Tassoni","",41.898827,12.467495,"",,,
ROME175,70054,"Ponte Vittorio Emanuele","30 M. DOPO VIA PAOLA",41.900455,12.465338,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME176,70055,"Lgt Thaon Di Revel/Duca D'aosta","55 M. PRIMA PONTE DUCA D'AOSTA",41.931217,12.462502,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME177,70057,"Lgt M.llo Diaz/De Bosis","130 M. DOPO PONTE DUCA D'AOSTA",41.932686,12.460698,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME178,70059,"Litoranea/Varco 1","",41.672104,12.395833,"",,,
ROME179,70061,"Lgt M.llo Diaz/Ponte Milvio","30 M. PRIMA SBOCCO L.GO M.LLO DIAZ",41.935577,12.464806,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME180,70064,"Litoranea/Varco 1","",41.671417,12.396660,"",,,
ROME181,70065,"C.so Francia/Flaminia","45 M.DOPO VIA B. GOSIO",41.940807,12.471059,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME9263,70066,"Flaminia/Bevagna","",41.944962,12.472668,"",,,
ROME182,70067,"Acciaioli","",41.899742,12.464937,"",,,
ROME9264,70068,"Flaminia/Nitti","",41.946590,12.473805,"",,,
ROME9265,70069,"Flaminia/Morlupo","",41.947723,12.476433,"",,,
ROME183,70070,"C.so Vittorio Emanuele/Tassoni","",41.898945,12.467087,"",,,
ROME9266,70071,"Flaminia/Cappelli R.","",41.948902,12.478452,"",,,
ROME184,70072,"Chiesa Nuova","",41.897484,12.469615,"",,,
ROME185,70073,"C.so Vittorio Emanuele/Navona","",41.897003,12.471770,"",,,
ROME9267,70074,"Flaminia/Monterosi","",41.950912,12.481103,"",,,
ROME186,70075,"Litoranea/Varco 2","",41.669884,12.399002,"",,,
ROME187,70076,"Litoranea/Varco 3","",41.664963,12.405092,"",,,
ROME188,70078,"P.za Venezia","",41.896736,12.483128,"",,,
ROME189,70079,"Nazionale/Quirinale","",41.897053,12.487842,"",,,
ROME190,70080,"Flaminia/Cantalupo","",41.954643,12.484863,"",,,
ROME191,70081,"Nazionale/Palazzo Esposizioni","",41.898457,12.489903,"",,,
ROME192,70082,"Nazionale/Quattro Fontane","",41.899986,12.492285,"",,,
ROME193,70083,"Staz.ne Due Ponti","",41.955570,12.484942,"",,,
ROME194,70084,"Nazionale/Torino","",41.901844,12.495113,"",,,
ROME195,70085,"Terme Diocleziano","",41.901829,12.497102,"",,,
ROME196,70087,"Litoranea/Varco 4","",41.660896,12.410602,"",,,
ROME197,70088,"Litoranea/Varco 5","",41.658230,12.414757,"",,,
ROME198,70092,"Tomacelli","",41.904892,12.476105,"",,,
ROME199,70093,"Gregorio Vii/Ranucci","20 M. DOPO VIA RANUCCI  CORSIA CENTRALE",41.896553,12.449890,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME200,70095,"Lago Maggiore","",41.648594,12.431090,"",,,
ROME201,70096,"Po/Sesia","",41.658859,12.422413,"",,,
ROME204,70100,"P.za Della Rovere","65 M. DOPO LA GALLERIA PRINCIPE AMEDEO AOSTA",41.899494,12.461544,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME205,70101,"Lgt Gianicolense/Regina Coeli","",41.896156,12.464817,"",,,
ROME206,70102,"Lgt Farnesina","",41.894402,12.466920,"",,,
ROME207,70103,"Lgt Farnesina/Trilussa","",41.892414,12.469458,"",,,
ROME208,70104,"Gianicolense/Casaletto","",41.877514,12.441270,"",,,
ROME209,70105,"Arenula/Min. G. Giustizia","",41.892246,12.474800,"",,,
ROME212,70108,"Cernaia","",41.904663,12.497770,"",,,
ROME213,70110,"Palestro","",41.907990,12.500583,"",,,
ROME214,70111,"Porta Pia","",41.908657,12.502130,"",,,
ROME215,70112,"Croce Rossa","",41.908047,12.504278,"",,,
ROME216,70117,"Padre Semeria/Valignano","",41.865730,12.494665,"",,,
ROME217,70118,"Ravenna/Piazza","",41.912991,12.518927,"",,,
ROME218,70120,"Lorenzo Il Magnifico/Stamira","",41.913143,12.521843,"",,,
ROME219,70121,"Lorenzo Il Magnifico/G.da Procida","",41.911915,12.525502,"",,,
ROME220,70122,"Lorenzo Il Magnifico/Teodorico","",41.910942,12.528423,"",,,
ROME221,70123,"Staz.ne Tiburtina","",41.909801,12.529515,"",,,
ROME222,70124,"Padre Semeria/Colombo","",41.863518,12.496555,"",,,
ROME9268,70126,"Bologna","",41.914520,12.522198,"",,,
ROME223,70127,"Ravenna/Piazza","",41.913158,12.519220,"",,,
ROME224,70128,"Catanzaro","",41.911877,12.517157,"",,,
ROME225,70130,"Chianesi","",41.802704,12.447833,"",,,
ROME226,70133,"Policlinico","",41.909092,12.507403,"",,,
ROME227,70134,"C.so Francia/Uruguay","",41.935036,12.472067,"",,,
ROME228,70135,"Croce Rossa","",41.908455,12.503198,"",,,
ROME229,70136,"Porta Pia","",41.909096,12.502025,"",,,
ROME230,70137,"Xx Settembre/Piave","",41.907036,12.498207,"",,,
ROME231,70138,"Xx Settembre/Min. Finanze","",41.905632,12.496195,"",,,
ROME233,70140,"C.so Francia/Ponte Flaminio","",41.937973,12.471553,"",,,
ROME235,70142,"C.so Francia/Bodio","35 M. PRIMA SBOCCO VIA L.BODIO DOPO CIVICO 196",41.944389,12.469523,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME236,70143,"Villa Severini","",41.946655,12.469887,"",,,
ROME238,70145,"Cassia/Jacini","",41.948696,12.469782,"",,,
ROME239,70148,"Cassia/Fabbroni","",41.951263,12.467907,"",,,
ROME240,70149,"Lgt Vallati/Pettinari","",41.892387,12.471797,"",,,
ROME241,70150,"Cassia/Inviolatella Borghese","",41.956837,12.460583,"",,,
ROME242,70151,"Lgt Tebaldi/Armata","",41.895077,12.468440,"",,,
ROME243,70152,"Cassia/Oriolo Romano","",41.957458,12.457735,"",,,
ROME246,70155,"Cassia/S. Godenzo","",41.960033,12.452652,"",,,
ROME249,70161,"Gregorio Vii/Staz. S. Pietro","5 M. PRIMA VIA DEL COTTOLENGO  CORSIA CENTRALE",41.897854,12.450562,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME250,70162,"Gregorio Vii/Ranucci","35 M. DOPO SBOCCO VIA RANUCCI CORSIA CENTRALE",41.896194,12.449352,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME251,70163,"Cassia/Villa S. Pietro","",41.962734,12.447775,"",,,
ROME252,70164,"Cassia/S. Godenzo","",41.960159,12.451998,"",,,
ROME253,70165,"Gregorio Vii/S. Damaso","",41.895836,12.444763,"",,,
ROME254,70166,"Cassia/S. Giovanna Elisabetta","20 M. PRIMA SBOCCO VIA S.GIOVANNA ELISABETTA PR.FR.CIV.468",41.957150,12.455944,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME255,70167,"Gregorio Vii/Di Pietro","",41.896423,12.441512,"",,,
ROME256,70168,"Gregorio Vii/Anastasio Ii","",41.895126,12.438768,"",,,
ROME258,70170,"Giolitti","",41.897564,12.505323,"",,,
ROME261,70173,"C.so Francia/Vigna Stelluti","100 M.DOPO LARGO G.BELLONI  ALTEZZA CIVICO 247 CORS.CENTRALE",41.945992,12.469220,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME262,70175,"C.so Francia/Bodio","30 M. DOPO VIA P. MAESTRI ALTEZZA CIVICO 195 CORSIA CENTRALE",41.943893,12.469316,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME263,70179,"C.so Francia/Ponte Flaminio","",41.937901,12.471218,"",,,
ROME264,70180,"Viminale","",41.899803,12.494477,"",,,
ROME265,70181,"C.so Francia/Uruguay","",41.934845,12.471745,"",,,
ROME266,70183,"Rinascimento","",41.897278,12.474218,"",,,
ROME267,70184,"Senato","",41.900265,12.473913,"",,,
ROME269,70187,"Zanardelli","",41.901382,12.472187,"",,,
ROME270,70188,"Lgt Marzio","",41.903011,12.473882,"",,,
ROME271,70189,"Vittoria Colonna","",41.905186,12.471727,"",,,
ROME272,70190,"P.za Cavour","",41.905952,12.470050,"",,,
ROME273,70191,"Cicerone/Plinio","",41.908039,12.468203,"",,,
ROME278,70197,"L.go Trionfale","",41.910980,12.454850,"",,,
ROME279,70198,"Giuliana/Grazioli Lante","",41.913177,12.454318,"",,,
ROME280,70199,"Giuliana/Pretura","",41.915207,12.453833,"",,,
ROME281,70200,"Clodio","",41.917522,12.455418,"",,,
ROME282,70201,"Giuliana/Pretura","",41.915058,12.453732,"",,,
ROME283,70202,"Giuliana/Grazioli Lante","",41.912476,12.454283,"",,,
ROME284,70203,"L.go Trionfale","",41.911018,12.454673,"",,,
ROME287,70208,"Cassia/Pareto","25 M. DOPO VIA DI VILLA LAUCHLI DOPO CIVICO 262",41.950619,12.460470,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME288,70209,"Cassia/Cortina D'ampezzo","15 M. PRIMA SBOCCO VIA CORTINA D'AMPEZZO PRIMA CIVICO 328",41.952457,12.457445,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME289,70211,"Cassia/Oriolo Romano","30 M. PRIMA VIA CASSIA NUOVA DOPO FRONTE CIVICO 443/A",41.957207,12.457438,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME290,70212,"Cassia/Cortina D'ampezzo","95 M. DOPO VLE CORTINA D'AMPEZZO DOPO FRONTE CIVICO 328",41.951889,12.458079,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME291,70213,"Cassia/Pareto","25 M. DOPO SBOCCO VIA VILFREDO PARETO",41.949837,12.461377,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME295,70219,"Argentina/Bolivia","20 M. DOPO VIA BOLIVIA",41.932556,12.476364,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME296,70220,"Xvii Olimpiade","30 M. DOPO VIA BULGARIA PRIMA CIVICO 101 - CAPOLINEA 982-982D",41.932781,12.473724,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME297,70221,"Xvii Olimpiade/Austria","55 M. DOPO VIA AUSTRIA PRIMA VIA PORTOGALLO",41.932487,12.471394,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME299,70224,"De Coubertin/Auditorium","60 M. PRIMA SBOCCO VIA ARGENTINA",41.930180,12.475751,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME300,70225,"Guidubaldo Del Monte","100 M. PRIMA VIA BRIOSCHI",41.927937,12.478769,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME301,70226,"Staz.ne Euclide","25 M. DOPO P.ZA EUCLIDE",41.927536,12.481929,"http://muovi.roma.it/percorso/js?query=&cl=1",Europe/Rome,,
ROME302,70227,"Parioli/Acqua Acetosa","",41.929604,12.484403,"",,,
ROME303,70228,"Parioli/Stuparich","",41.929058,12.485925,"",,,
ROME304,70229,"Parioli/Santiago Del Cile","",41.926159,12.486402,"",,,
ROME305,70233,"Bioparco/Mercadante","",41.918522,12.490943,"",,,
ROME307,70235,"Tartini","",41.916359,12.495390,"",,,
ROME308,70237,"Salaria/Aniene","",41.911854,12.497858,"",,,
ROME309,70238,"Piave/Xx Settembre","",41.907711,12.498688,"",,,
ROME310,70239,"Indipendenza","",41.904709,12.501943,"",,,
ROME311,70240,"Termini","",41.901001,12.499733,"",,,
ROME312,70243,"S. Maria Maggiore","",41.896969,12.498203,"",,,
ROME313,70245,"P.za Vittorio Emanuele","",41.894073,12.503522,"",,,
ROME314,70246,"Conte Verde/P.za Vittorio Emanuele","",41.893444,12.506180,"",,,
