service_id,date,exception_type
0#59-5001,20220426,1
0#59-5002,20220426,1
0#59-5003,20220426,1
0#59-5004,20220426,1
0#59-5097,20220426,1
0#59-5098,20220426,1
0#59-5099,20220426,1
0#59-5100,20220426,1
0#64,20220426,1
0#70,20220426,1
0#77,20220426,1
0#82,20220426,1
0#82-5102,20220426,1
0#82-5103,20220426,1
0#82-5134,20220426,1
0#82-5135,20220426,1
0#82-5136,20220426,1
0#82-5138,20220426,1
0#82-5139,20220426,1
0#82-5140,20220426,1
0#90,20220426,1
0#90-4928,20220426,1
0#90-4929,20220426,1
0#90-4930,20220426,1
0#90-4931,20220426,1
0#90-4932,20220426,1
0#90-4933,20220426,1
0#90-4934,20220426,1
0#90-5006,20220426,1
0#90-5007,20220426,1
0#90-5029,20220426,1
0#90-5030,20220426,1
0#6,20220427,1
0#8,20220427,1
0#8-4970,20220427,1
0#8-4971,20220427,1
0#8-4972,20220427,1
0#8-4973,20220427,1
0#8-4974,20220427,1
0#8-4975,20220427,1
0#8-4976,20220427,1
0#8-5131,20220427,1
0#8-5132,20220427,1
0#11,20220427,1
0#19,20220427,1
0#19-4907,20220427,1
0#19-4908,20220427,1
0#19-4909,20220427,1
0#19-4910,20220427,1
0#19-4911,20220427,1
0#19-4912,20220427,1
0#19-4913,20220427,1
0#19-4914,20220427,1
0#19-4915,20220427,1
0#19-4916,20220427,1
0#19-4917,20220427,1
0#19-4918,20220427,1
0#19-4919,20220427,1
0#19-4920,20220427,1
0#19-4921,20220427,1
0#19-4922,20220427,1
0#19-4923,20220427,1
0#19-4924,20220427,1
0#19-4925,20220427,1
0#19-4926,20220427,1
0#19-4927,20220427,1
0#19-4935,20220427,1
0#19-4936,20220427,1
0#19-4937,20220427,1
0#19-4938,20220427,1
0#19-4939,20220427,1
0#19-4940,20220427,1
0#19-4948,20220427,1
0#19-4949,20220427,1
0#19-4950,20220427,1
0#19-4951,20220427,1
0#19-4952,20220427,1
0#19-4953,20220427,1
0#19-4954,20220427,1
0#19-4955,20220427,1
0#19-4956,20220427,1
0#19-4957,20220427,1
0#19-4958,20220427,1
0#19-4959,20220427,1
0#19-4960,20220427,1
0#19-4961,20220427,1
0#19-4962,20220427,1
0#19-4977,20220427,1
0#19-4978,20220427,1
0#19-4979,20220427,1
0#19-4980,20220427,1
0#19-4981,20220427,1
0#19-4982,20220427,1
0#19-4983,20220427,1
0#19-4984,20220427,1
0#19-4985,20220427,1
0#19-4986,20220427,1
0#19-4987,20220427,1
0#19-4988,20220427,1
0#19-4989,20220427,1
0#19-4990,20220427,1
0#19-4991,20220427,1
0#19-4992,20220427,1
0#19-4993,20220427,1
0#19-4994,20220427,1
0#19-4995,20220427,1
0#19-4996,20220427,1
0#19-4997,20220427,1
0#19-4998,20220427,1
0#19-5005,20220427,1
0#19-5008,20220427,1
0#19-5009,20220427,1
0#19-5010,20220427,1
0#19-5011,20220427,1
0#19-5012,20220427,1
0#19-5013,20220427,1
0#19-5014,20220427,1
0#19-5015,20220427,1
0#19-5016,20220427,1
0#19-5017,20220427,1
0#19-5018,20220427,1
0#19-5019,20220427,1
0#19-5020,20220427,1
0#19-5021,20220427,1
0#19-5022,20220427,1
0#19-5023,20220427,1
0#19-5024,20220427,1
0#19-5025,20220427,1
0#19-5026,20220427,1
0#19-5027,20220427,1
0#19-5028,20220427,1
0#19-5031,20220427,1
0#19-5032,20220427,1
0#19-5033,20220427,1
0#19-5034,20220427,1
0#19-5035,20220427,1
0#19-5036,20220427,1
0#19-5037,20220427,1
0#19-5038,20220427,1
0#19-5039,20220427,1
0#19-5040,20220427,1
0#19-5041,20220427,1
0#19-5042,20220427,1
0#19-5043,20220427,1
0#19-5044,20220427,1
0#19-5045,20220427,1
0#19-5046,20220427,1
0#19-5047,20220427,1
0#19-5048,20220427,1
0#19-5049,20220427,1
0#19-5050,20220427,1
0#19-5051,20220427,1
0#19-5052,20220427,1
0#19-5053,20220427,1
0#19-5054,20220427,1
0#19-5055,20220427,1
0#19-5056,20220427,1
0#19-5057,20220427,1
0#19-5058,20220427,1
0#19-5059,20220427,1
0#19-5060,20220427,1
0#19-5061,20220427,1
0#19-5062,20220427,1
0#19-5063,20220427,1
0#19-5064,20220427,1
0#19-5065,20220427,1
0#19-5066,20220427,1
0#19-5067,20220427,1
0#19-5068,20220427,1
0#19-5069,20220427,1
0#19-5070,20220427,1
0#19-5071,20220427,1
0#19-5072,20220427,1
0#19-5073,20220427,1
0#19-5074,20220427,1
0#19-5075,20220427,1
0#19-5076,20220427,1
0#19-5077,20220427,1
0#19-5078,20220427,1
0#19-5079,20220427,1
0#19-5080,20220427,1
0#19-5081,20220427,1
0#19-5082,20220427,1
0#19-5083,20220427,1
0#19-5084,20220427,1
0#19-5085,20220427,1
0#19-5086,20220427,1
0#19-5087,20220427,1
0#19-5088,20220427,1
0#19-5089,20220427,1
0#19-5090,20220427,1
0#19-5091,20220427,1
0#19-5092,20220427,1
0#19-5093,20220427,1
0#19-5094,20220427,1
0#19-5095,20220427,1
0#19-5096,20220427,1
0#19-5101,20220427,1
0#19-5104,20220427,1
0#19-5105,20220427,1
0#19-5106,20220427,1
0#19-5107,20220427,1
0#19-5108,20220427,1
0#19-5109,20220427,1
0#19-5110,20220427,1
0#19-5111,20220427,1
0#19-5112,20220427,1
0#19-5113,20220427,1
0#19-5114,20220427,1
0#19-5115,20220427,1
0#19-5116,20220427,1
0#19-5117,20220427,1
0#19-5118,20220427,1
0#19-5119,20220427,1
0#19-5120,20220427,1
0#19-5121,20220427,1
0#19-5122,20220427,1
0#19-5123,20220427,1
0#19-5124,20220427,1
0#19-5125,20220427,1
0#19-5126,20220427,1
0#19-5127,20220427,1
0#19-5128,20220427,1
0#19-5129,20220427,1
0#19-5130,20220427,1
0#19-5133,20220427,1
0#19-5141,20220427,1
0#19-5142,20220427,1
0#19-5143,20220427,1
0#19-5144,20220427,1
0#19-5145,20220427,1
0#19-5146,20220427,1
0#19-5147,20220427,1
0#19-5148,20220427,1
0#19-5149,20220427,1
0#19-5150,20220427,1
0#19-5151,20220427,1
0#19-5152,20220427,1
0#19-5153,20220427,1
0#19-5154,20220427,1
0#19-5155,20220427,1
0#19-5156,20220427,1
0#19-5157,20220427,1
0#19-5158,20220427,1
0#19-5159,20220427,1
0#19-5160,20220427,1
0#19-5161,20220427,1
0#19-5162,20220427,1
0#19-5164,20220427,1
0#19-5165,20220427,1
0#22,20220427,1
0#22-4947,20220427,1
0#22-4963,20220427,1
0#22-4964,20220427,1
0#22-4965,20220427,1
0#22-4966,20220427,1
0#22-4967,20220427,1
0#22-4968,20220427,1
0#22-4969,20220427,1
0#22-5163,20220427,1
0#24,20220427,1
0#25,20220427,1
0#26,20220427,1
0#27,20220427,1
0#29,20220427,1
0#30,20220427,1
0#30-4941,20220427,1
0#30-4942,20220427,1
0#30-4943,20220427,1
0#30-4944,20220427,1
0#30-4945,20220427,1
0#30-4946,20220427,1
0#31,20220427,1
0#34,20220427,1
0#34-5137,20220427,1
0#40,20220427,1
0#44,20220427,1
0#44-4786,20220427,1
0#47,20220427,1
0#49,20220427,1
0#50,20220427,1
0#51,20220427,1
0#52,20220427,1
0#58,20220427,1
0#59,20220427,1
0#59-4999,20220427,1
0#59-5000,20220427,1
0#59-5001,20220427,1
0#59-5002,20220427,1
0#59-5003,20220427,1
0#59-5004,20220427,1
0#59-5097,20220427,1
0#59-5098,20220427,1
0#59-5099,20220427,1
0#59-5100,20220427,1
0#64,20220427,1
0#70,20220427,1
0#78,20220427,1
0#82,20220427,1
0#82-5102,20220427,1
0#82-5103,20220427,1
0#82-5134,20220427,1
0#82-5135,20220427,1
0#82-5136,20220427,1
0#82-5138,20220427,1
0#82-5139,20220427,1
0#82-5140,20220427,1
0#90,20220427,1
0#90-4928,20220427,1
0#90-4929,20220427,1
0#90-4930,20220427,1
0#90-4931,20220427,1
0#90-4932,20220427,1
0#90-4933,20220427,1
0#90-4934,20220427,1
0#90-5006,20220427,1
0#90-5007,20220427,1
0#90-5029,20220427,1
0#90-5030,20220427,1
0#6,20220428,1
0#8,20220428,1
0#8-4970,20220428,1
0#8-4971,20220428,1
0#8-4972,20220428,1
0#8-4973,20220428,1
0#8-4974,20220428,1
0#8-4975,20220428,1
0#8-4976,20220428,1
0#8-5131,20220428,1
0#8-5132,20220428,1
0#11,20220428,1
0#19,20220428,1
0#19-4907,20220428,1
0#19-4908,20220428,1
0#19-4909,20220428,1
0#19-4910,20220428,1
0#19-4911,20220428,1
0#19-4912,20220428,1
0#19-4913,20220428,1
0#19-4914,20220428,1
0#19-4915,20220428,1
0#19-4916,20220428,1
0#19-4917,20220428,1
0#19-4918,20220428,1
0#19-4919,20220428,1
0#19-4920,20220428,1
0#19-4921,20220428,1
0#19-4922,20220428,1
0#19-4923,20220428,1
0#19-4924,20220428,1
0#19-4925,20220428,1
0#19-4926,20220428,1
0#19-4927,20220428,1
0#19-4935,20220428,1
0#19-4936,20220428,1
0#19-4937,20220428,1
0#19-4938,20220428,1
0#19-4939,20220428,1
0#19-4940,20220428,1
0#19-4948,20220428,1
0#19-4949,20220428,1
0#19-4950,20220428,1
0#19-4951,20220428,1
0#19-4952,20220428,1
0#19-4953,20220428,1
0#19-4954,20220428,1
0#19-4955,20220428,1
0#19-4956,20220428,1
0#19-4957,20220428,1
0#19-4958,20220428,1
0#19-4959,20220428,1
0#19-4960,20220428,1
0#19-4961,20220428,1
0#19-4962,20220428,1
0#19-4977,20220428,1
0#19-4978,20220428,1
0#19-4979,20220428,1
0#19-4980,20220428,1
0#19-4981,20220428,1
0#19-4982,20220428,1
0#19-4983,20220428,1
0#19-4984,20220428,1
0#19-4985,20220428,1
0#19-4986,20220428,1
0#19-4987,20220428,1
0#19-4988,20220428,1
0#19-4989,20220428,1
0#19-4990,20220428,1
0#19-4991,20220428,1
0#19-4992,20220428,1
0#19-4993,20220428,1
0#19-4994,20220428,1
0#19-4995,20220428,1
0#19-4996,20220428,1
0#19-4997,20220428,1
0#19-4998,20220428,1
0#19-5005,20220428,1
0#19-5008,20220428,1
0#19-5009,20220428,1
0#19-5010,20220428,1
0#19-5011,20220428,1
0#19-5012,20220428,1
0#19-5013,20220428,1
0#19-5014,20220428,1
0#19-5015,20220428,1
0#19-5016,20220428,1
0#19-5017,20220428,1
0#19-5018,20220428,1
0#19-5019,20220428,1
0#19-5020,20220428,1
0#19-5021,20220428,1
0#19-5022,20220428,1
0#19-5023,20220428,1
0#19-5024,20220428,1
0#19-5025,20220428,1
0#19-5026,20220428,1
0#19-5027,20220428,1
0#19-5028,20220428,1
0#19-5031,20220428,1
0#19-5032,20220428,1
0#19-5033,20220428,1
0#19-5034,20220428,1
0#19-5035,20220428,1
0#19-5036,20220428,1
0#19-5037,20220428,1
0#19-5038,20220428,1
0#19-5039,20220428,1
0#19-5040,20220428,1
0#19-5041,20220428,1
0#19-5042,20220428,1
0#19-5043,20220428,1
0#19-5044,20220428,1
0#19-5045,20220428,1
0#19-5046,20220428,1
0#19-5047,20220428,1
0#19-5048,20220428,1
0#19-5049,20220428,1
0#19-5050,20220428,1
0#19-5051,20220428,1
0#19-5052,20220428,1
0#19-5053,20220428,1
0#19-5054,20220428,1
0#19-5055,20220428,1
0#19-5056,20220428,1
0#19-5057,20220428,1
0#19-5058,20220428,1
0#19-5059,20220428,1
0#19-5060,20220428,1
0#19-5061,20220428,1
0#19-5062,20220428,1
0#19-5063,20220428,1
0#19-5064,20220428,1
0#19-5065,20220428,1
0#19-5066,20220428,1
0#19-5067,20220428,1
0#19-5068,20220428,1
0#19-5069,20220428,1
0#19-5070,20220428,1
0#19-5071,20220428,1
0#19-5072,20220428,1
0#19-5073,20220428,1
0#19-5074,20220428,1
0#19-5075,20220428,1
0#19-5076,20220428,1
0#19-5077,20220428,1
0#19-5078,20220428,1
0#19-5079,20220428,1
0#19-5080,20220428,1
0#19-5081,20220428,1
0#19-5082,20220428,1
0#19-5083,20220428,1
0#19-5084,20220428,1
0#19-5085,20220428,1
0#19-5086,20220428,1
0#19-5087,20220428,1
0#19-5088,20220428,1
0#19-5089,20220428,1
0#19-5090,20220428,1
0#19-5091,20220428,1
0#19-5092,20220428,1
0#19-5093,20220428,1
0#19-5094,20220428,1
0#19-5095,20220428,1
0#19-5096,20220428,1
0#19-5101,20220428,1
0#19-5104,20220428,1
0#19-5105,20220428,1
0#19-5106,20220428,1
0#19-5107,20220428,1
0#19-5108,20220428,1
0#19-5109,20220428,1
0#19-5110,20220428,1
0#19-5111,20220428,1
0#19-5112,20220428,1
0#19-5113,20220428,1
0#19-5114,20220428,1
0#19-5115,20220428,1
0#19-5116,20220428,1
0#19-5117,20220428,1
0#19-5118,20220428,1
0#19-5119,20220428,1
0#19-5120,20220428,1
0#19-5121,20220428,1
0#19-5122,20220428,1
0#19-5123,20220428,1
0#19-5124,20220428,1
0#19-5125,20220428,1
0#19-5126,20220428,1
0#19-5127,20220428,1
0#19-5128,20220428,1
0#19-5129,20220428,1
0#19-5130,20220428,1
0#19-5133,20220428,1
0#19-5141,20220428,1
0#19-5142,20220428,1
0#19-5143,20220428,1
0#19-5144,20220428,1
0#19-5145,20220428,1
0#19-5146,20220428,1
0#19-5147,20220428,1
0#19-5148,20220428,1
0#19-5149,20220428,1
0#19-5150,20220428,1
0#19-5151,20220428,1
0#19-5152,20220428,1
0#19-5153,20220428,1
0#19-5154,20220428,1
0#19-5155,20220428,1
0#19-5156,20220428,1
0#19-5157,20220428,1
0#19-5158,20220428,1
0#19-5159,20220428,1
0#19-5160,20220428,1
0#19-5161,20220428,1
0#19-5162,20220428,1
0#19-5164,20220428,1
0#19-5165,20220428,1
0#22,20220428,1
0#22-4947,20220428,1
0#22-4963,20220428,1
0#22-4964,20220428,1
0#22-4965,20220428,1
0#22-4966,20220428,1
0#22-4967,20220428,1
0#22-4968,20220428,1
0#22-4969,20220428,1
0#22-5163,20220428,1
0#24,20220428,1
0#25,20220428,1
0#26,20220428,1
0#27,20220428,1
0#29,20220428,1
0#30,20220428,1
0#30-4941,20220428,1
0#30-4942,20220428,1
0#30-4943,20220428,1
0#30-4944,20220428,1
0#30-4945,20220428,1
0#30-4946,20220428,1
0#31,20220428,1
0#34,20220428,1
0#34-5137,20220428,1
0#40,20220428,1
0#44,20220428,1
0#44-4786,20220428,1
0#47,20220428,1
0#49,20220428,1
0#50,20220428,1
0#51,20220428,1
0#52,20220428,1
0#58,20220428,1
0#59,20220428,1
0#59-4999,20220428,1
0#59-5000,20220428,1
0#59-5001,20220428,1
0#59-5002,20220428,1
0#59-5003,20220428,1
0#59-5004,20220428,1
0#59-5097,20220428,1
0#59-5098,20220428,1
0#59-5099,20220428,1
0#59-5100,20220428,1
0#64,20220428,1
0#70,20220428,1
0#78,20220428,1
0#82,20220428,1
0#82-5102,20220428,1
0#82-5103,20220428,1
0#82-5134,20220428,1
0#82-5135,20220428,1
0#82-5136,20220428,1
0#82-5138,20220428,1
0#82-5139,20220428,1
0#82-5140,20220428,1
0#90,20220428,1
0#90-4928,20220428,1
0#90-4929,20220428,1
0#90-4930,20220428,1
0#90-4931,20220428,1
0#90-4932,20220428,1
0#90-4933,20220428,1
0#90-4934,20220428,1
0#90-5006,20220428,1
0#90-5007,20220428,1
0#90-5029,20220428,1
0#90-5030,20220428,1
0#3,20220429,1
0#6,20220429,1
0#8,20220429,1
0#8-4970,20220429,1
0#8-4971,20220429,1
0#8-4972,20220429,1
0#8-4973,20220429,1
0#8-4974,20220429,1
0#8-4975,20220429,1
0#8-4976,20220429,1
0#8-5131,20220429,1
0#8-5132,20220429,1
0#11,20220429,1
0#19,20220429,1
0#19-4907,20220429,1
0#19-4908,20220429,1
0#19-4909,20220429,1
0#19-4910,20220429,1
0#19-4911,20220429,1
0#19-4912,20220429,1
0#19-4913,20220429,1
0#19-4914,20220429,1
0#19-4915,20220429,1
0#19-4916,20220429,1
0#19-4917,20220429,1
0#19-4918,20220429,1
0#19-4919,20220429,1
0#19-4920,20220429,1
0#19-4921,20220429,1
0#19-4922,20220429,1
0#19-4923,20220429,1
0#19-4924,20220429,1
0#19-4925,20220429,1
0#19-4926,20220429,1
0#19-4927,20220429,1
0#19-4935,20220429,1
0#19-4936,20220429,1
0#19-4937,20220429,1
0#19-4938,20220429,1
0#19-4939,20220429,1
0#19-4940,20220429,1
0#19-4948,20220429,1
0#19-4949,20220429,1
0#19-4950,20220429,1
0#19-4951,20220429,1
0#19-4952,20220429,1
0#19-4953,20220429,1
0#19-4954,20220429,1
0#19-4955,20220429,1
0#19-4956,20220429,1
0#19-4957,20220429,1
0#19-4958,20220429,1
0#19-4959,20220429,1
0#19-4960,20220429,1
0#19-4961,20220429,1
0#19-4962,20220429,1
0#19-4977,20220429,1
0#19-4978,20220429,1
0#19-4979,20220429,1
0#19-4980,20220429,1
0#19-4981,20220429,1
0#19-4982,20220429,1
0#19-4983,20220429,1
0#19-4984,20220429,1
0#19-4985,20220429,1
0#19-4986,20220429,1
0#19-4987,20220429,1
0#19-4988,20220429,1
0#19-4989,20220429,1
0#19-4990,20220429,1
0#19-4991,20220429,1
0#19-4992,20220429,1
0#19-4993,20220429,1
0#19-4994,20220429,1
0#19-4995,20220429,1
0#19-4996,20220429,1
0#19-4997,20220429,1
0#19-4998,20220429,1
0#19-5005,20220429,1
0#19-5008,20220429,1
0#19-5009,20220429,1
0#19-5010,20220429,1
0#19-5011,20220429,1
0#19-5012,20220429,1
0#19-5013,20220429,1
0#19-5014,20220429,1
0#19-5015,20220429,1
0#19-5016,20220429,1
0#19-5017,20220429,1
0#19-5018,20220429,1
0#19-5019,20220429,1
0#19-5020,20220429,1
0#19-5021,20220429,1
0#19-5022,20220429,1
0#19-5023,20220429,1
0#19-5024,20220429,1
0#19-5025,20220429,1
0#19-5026,20220429,1
0#19-5027,20220429,1
0#19-5028,20220429,1
0#19-5031,20220429,1
0#19-5032,20220429,1
0#19-5033,20220429,1
0#19-5034,20220429,1
0#19-5035,20220429,1
0#19-5036,20220429,1
0#19-5037,20220429,1
0#19-5038,20220429,1
0#19-5039,20220429,1
0#19-5040,20220429,1
0#19-5041,20220429,1
0#19-5042,20220429,1
0#19-5043,20220429,1
0#19-5044,20220429,1
0#19-5045,20220429,1
0#19-5046,20220429,1
0#19-5047,20220429,1
0#19-5048,20220429,1
0#19-5049,20220429,1
0#19-5050,20220429,1
0#19-5051,20220429,1
0#19-5052,20220429,1
0#19-5053,20220429,1
0#19-5054,20220429,1
0#19-5055,20220429,1
0#19-5056,20220429,1
0#19-5057,20220429,1
0#19-5058,20220429,1
0#19-5059,20220429,1
0#19-5060,20220429,1
0#19-5061,20220429,1
0#19-5062,20220429,1
0#19-5063,20220429,1
0#19-5064,20220429,1
0#19-5065,20220429,1
0#19-5066,20220429,1
0#19-5067,20220429,1
0#19-5068,20220429,1
0#19-5069,20220429,1
0#19-5070,20220429,1
0#19-5071,20220429,1
0#19-5072,20220429,1
0#19-5073,20220429,1
0#19-5074,20220429,1
0#19-5075,20220429,1
0#19-5076,20220429,1
0#19-5077,20220429,1
0#19-5078,20220429,1
0#19-5079,20220429,1
0#19-5080,20220429,1
0#19-5081,20220429,1
0#19-5082,20220429,1
0#19-5083,20220429,1
0#19-5084,20220429,1
0#19-5085,20220429,1
0#19-5086,20220429,1
0#19-5087,20220429,1
0#19-5088,20220429,1
0#19-5089,20220429,1
0#19-5090,20220429,1
0#19-5091,20220429,1
0#19-5092,20220429,1
0#19-5093,20220429,1
0#19-5094,20220429,1
0#19-5095,20220429,1
0#19-5096,20220429,1
0#19-5101,20220429,1
0#19-5104,20220429,1
0#19-5105,20220429,1
0#19-5106,20220429,1
0#19-5107,20220429,1
0#19-5108,20220429,1
0#19-5109,20220429,1
0#19-5110,20220429,1
0#19-5111,20220429,1
0#19-5112,20220429,1
0#19-5113,20220429,1
0#19-5114,20220429,1
0#19-5115,20220429,1
0#19-5116,20220429,1
0#19-5117,20220429,1
0#19-5118,20220429,1
0#19-5119,20220429,1
0#19-5120,20220429,1
0#19-5121,20220429,1
0#19-5122,20220429,1
0#19-5123,20220429,1
0#19-5124,20220429,1
0#19-5125,20220429,1
0#19-5126,20220429,1
0#19-5127,20220429,1
0#19-5128,20220429,1
0#19-5129,20220429,1
0#19-5130,20220429,1
0#19-5133,20220429,1
0#19-5141,20220429,1
0#19-5142,20220429,1
0#19-5143,20220429,1
0#19-5144,20220429,1
0#19-5145,20220429,1
0#19-5146,20220429,1
0#19-5147,20220429,1
0#19-5148,20220429,1
0#19-5149,20220429,1
0#19-5150,20220429,1
0#19-5151,20220429,1
0#19-5152,20220429,1
0#19-5153,20220429,1
0#19-5154,20220429,1
0#19-5155,20220429,1
0#19-5156,20220429,1
0#19-5157,20220429,1
0#19-5158,20220429,1
0#19-5159,20220429,1
0#19-5160,20220429,1
0#19-5161,20220429,1
0#19-5162,20220429,1
0#19-5164,20220429,1
0#19-5165,20220429,1
0#22,20220429,1
0#22-4947,20220429,1
0#22-4963,20220429,1
0#22-4964,20220429,1
0#22-4965,20220429,1
0#22-4966,20220429,1
0#22-4967,20220429,1
0#22-4968,20220429,1
0#22-4969,20220429,1
0#22-5163,20220429,1
0#24,20220429,1
0#25,20220429,1
0#26,20220429,1
0#27,20220429,1
0#29,20220429,1
0#30,20220429,1
0#30-4941,20220429,1
0#30-4942,20220429,1
0#30-4943,20220429,1
0#30-4944,20220429,1
0#30-4945,20220429,1
0#30-4946,20220429,1
0#31,20220429,1
0#38,20220429,1
0#40,20220429,1
0#44,20220429,1
0#44-4786,20220429,1
0#47,20220429,1
0#49,20220429,1
0#50,20220429,1
0#51,20220429,1
0#59,20220429,1
0#59-4999,20220429,1
0#59-5000,20220429,1
0#59-5001,20220429,1
0#59-5002,20220429,1
0#59-5003,20220429,1
0#59-5004,20220429,1
0#59-5097,20220429,1
0#59-5098,20220429,1
0#59-5099,20220429,1
0#59-5100,20220429,1
0#64,20220429,1
0#65,20220429,1
0#78,20220429,1
0#85,20220429,1
0#86,20220429,1
0#86-5171,20220429,1
0#87,20220429,1
0#87-5166,20220429,1
0#87-5167,20220429,1
0#87-5168,20220429,1
0#87-5169,20220429,1
0#87-5170,20220429,1
0#87-5172,20220429,1
0#87-5173,20220429,1
0#90,20220429,1
0#90-4928,20220429,1
0#90-4929,20220429,1
0#90-4930,20220429,1
0#90-4931,20220429,1
0#90-4932,20220429,1
0#90-4933,20220429,1
0#90-4934,20220429,1
0#90-5006,20220429,1
0#90-5007,20220429,1
0#90-5029,20220429,1
0#90-5030,20220429,1
0#91,20220429,1
0#92,20220429,1
0#94,20220429,1
0#96,20220429,1
0#4,20220430,1
0#4-5325,20220430,1
0#4-5326,20220430,1
0#4-5327,20220430,1
0#4-5328,20220430,1
0#5,20220430,1
0#5-5303,20220430,1
0#5-5304,20220430,1
0#5-5305,20220430,1
0#5-5306,20220430,1
0#5-5307,20220430,1
0#7,20220430,1
0#7-5189,20220430,1
0#7-5190,20220430,1
0#7-5191,20220430,1
0#7-5192,20220430,1
0#7-5193,20220430,1
0#7-5194,20220430,1
0#7-5195,20220430,1
0#7-5204,20220430,1
0#7-5239,20220430,1
0#7-5240,20220430,1
0#7-5241,20220430,1
0#7-5242,20220430,1
0#7-5243,20220430,1
0#7-5244,20220430,1
0#7-5245,20220430,1
0#7-5246,20220430,1
0#7-5247,20220430,1
0#7-5248,20220430,1
0#7-5249,20220430,1
0#7-5250,20220430,1
0#7-5251,20220430,1
0#7-5252,20220430,1
0#7-5253,20220430,1
0#7-5254,20220430,1
0#7-5255,20220430,1
0#7-5256,20220430,1
0#7-5265,20220430,1
0#7-5266,20220430,1
0#7-5267,20220430,1
0#7-5268,20220430,1
0#7-5269,20220430,1
0#7-5270,20220430,1
0#7-5271,20220430,1
0#7-5272,20220430,1
0#7-5273,20220430,1
0#7-5274,20220430,1
0#7-5275,20220430,1
0#7-5276,20220430,1
0#7-5277,20220430,1
0#7-5278,20220430,1
0#7-5279,20220430,1
0#7-5280,20220430,1
0#7-5281,20220430,1
0#7-5282,20220430,1
0#7-5283,20220430,1
0#7-5284,20220430,1
0#7-5285,20220430,1
0#7-5286,20220430,1
0#7-5287,20220430,1
0#7-5288,20220430,1
0#7-5289,20220430,1
0#7-5290,20220430,1
0#7-5291,20220430,1
0#7-5292,20220430,1
0#7-5293,20220430,1
0#7-5294,20220430,1
0#7-5295,20220430,1
0#7-5296,20220430,1
0#7-5297,20220430,1
0#7-5298,20220430,1
0#7-5299,20220430,1
0#7-5308,20220430,1
0#7-5309,20220430,1
0#7-5316,20220430,1
0#7-5317,20220430,1
0#7-5320,20220430,1
0#7-5321,20220430,1
0#7-5322,20220430,1
0#7-5323,20220430,1
0#7-5324,20220430,1
0#7-5336,20220430,1
0#7-5337,20220430,1
0#7-5338,20220430,1
0#7-5339,20220430,1
0#7-5340,20220430,1
0#7-5341,20220430,1
0#7-5342,20220430,1
0#7-5343,20220430,1
0#7-5344,20220430,1
0#7-5345,20220430,1
0#7-5346,20220430,1
0#7-5347,20220430,1
0#8,20220430,1
0#8-4970,20220430,1
0#8-4971,20220430,1
0#8-4972,20220430,1
0#8-4973,20220430,1
0#8-4974,20220430,1
0#8-4975,20220430,1
0#8-4976,20220430,1
0#8-5131,20220430,1
0#8-5132,20220430,1
0#9,20220430,1
0#9-5174,20220430,1
0#9-5175,20220430,1
0#9-5176,20220430,1
0#9-5177,20220430,1
0#9-5178,20220430,1
0#9-5179,20220430,1
0#9-5180,20220430,1
0#9-5181,20220430,1
0#9-5182,20220430,1
0#9-5196,20220430,1
0#9-5197,20220430,1
0#9-5198,20220430,1
0#9-5199,20220430,1
0#9-5205,20220430,1
0#9-5206,20220430,1
0#9-5207,20220430,1
0#9-5208,20220430,1
0#9-5209,20220430,1
0#9-5210,20220430,1
0#9-5211,20220430,1
0#9-5212,20220430,1
0#9-5213,20220430,1
0#9-5221,20220430,1
0#9-5222,20220430,1
0#9-5223,20220430,1
0#9-5224,20220430,1
0#9-5225,20220430,1
0#9-5226,20220430,1
0#9-5227,20220430,1
0#9-5228,20220430,1
0#9-5229,20220430,1
0#9-5230,20220430,1
0#9-5231,20220430,1
0#9-5232,20220430,1
0#9-5233,20220430,1
0#9-5234,20220430,1
0#9-5235,20220430,1
0#9-5236,20220430,1
0#9-5237,20220430,1
0#9-5238,20220430,1
0#9-5257,20220430,1
0#9-5258,20220430,1
0#9-5259,20220430,1
0#9-5260,20220430,1
0#9-5261,20220430,1
0#9-5262,20220430,1
0#9-5263,20220430,1
0#9-5264,20220430,1
0#9-5310,20220430,1
0#9-5311,20220430,1
0#9-5312,20220430,1
0#9-5313,20220430,1
0#9-5314,20220430,1
0#9-5315,20220430,1
0#9-5318,20220430,1
0#9-5319,20220430,1
0#12,20220430,1
0#12-5183,20220430,1
0#12-5184,20220430,1
0#12-5185,20220430,1
0#12-5186,20220430,1
0#12-5187,20220430,1
0#12-5188,20220430,1
0#14,20220430,1
0#14-5301,20220430,1
0#14-5302,20220430,1
0#20,20220430,1
0#20-5200,20220430,1
0#20-5201,20220430,1
0#20-5202,20220430,1
0#20-5203,20220430,1
0#21,20220430,1
0#21-5214,20220430,1
0#21-5215,20220430,1
0#21-5216,20220430,1
0#21-5217,20220430,1
0#21-5218,20220430,1
0#21-5219,20220430,1
0#21-5220,20220430,1
0#25,20220430,1
0#26,20220430,1
0#28,20220430,1
0#29,20220430,1
0#32,20220430,1
0#36,20220430,1
0#39,20220430,1
0#43,20220430,1
0#44,20220430,1
0#44-4786,20220430,1
0#47,20220430,1
0#50,20220430,1
0#51,20220430,1
0#56,20220430,1
0#57,20220430,1
0#60,20220430,1
0#72,20220430,1
0#73,20220430,1
0#84,20220430,1
0#88,20220430,1
0#88-5300,20220430,1
0#88-5329,20220430,1
