Gestore;Matricola;Euro;Rimessa;Modello
TPL;9825;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9826;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9827;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9828;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9829;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9830;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9831;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9832;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9833;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9834;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9835;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9836;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9837;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9838;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9839;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9840;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9841;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9842;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9843;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9844;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9845;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9846;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9847;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9848;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9849;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9850;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9851;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9852;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9853;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9854;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9855;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9856;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9857;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9858;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9859;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9860;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9861;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9862;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9863;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9864;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9865;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9866;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9867;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9868;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9869;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9870;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9871;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9872;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9873;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9874;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9875;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9877;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9878;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9900;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9901;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9902;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9903;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9904;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9905;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9906;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9907;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9908;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9910;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9911;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9912;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9913;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9914;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9915;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9916;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9917;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9918;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9919;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9920;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9921;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9922;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9923;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9924;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9925;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9926;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9927;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9928;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9929;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9930;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9931;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9932;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9933;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9935;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9936;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9937;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9939;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9940;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9941;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9942;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9943;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9944;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9946;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9948;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9949;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9950;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9951;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9953;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9954;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9955;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9956;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9957;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9958;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9959;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9960;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9962;TPL.Diesel Euro6;RomaTPL;IVECO URBANWAY Normale
TPL;9968;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9969;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9970;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9971;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9972;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9973;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9974;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9975;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9976;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9977;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9978;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9979;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9980;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9981;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9982;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9983;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9984;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9985;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9986;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9987;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9988;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9989;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9990;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9991;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9992;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9993;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9994;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9995;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9996;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9997;TPL.Diesel Euro6;RomaTPL;INDCAR CYTIOS Corto
TPL;9998;IBRIDO;RomaTPL;KING LONG IBRIDO
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
