Gestore;Matricola;Euro;Rimessa;Modello
ATAC;9109;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9111;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9112;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9114;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9116;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9117;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9118;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9119;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9120;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9121;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9122;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9123;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9125;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9126;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9127;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9128;TRAM;PortaMaggiore;TRAM - ROMA 1 TIPO FIAT 72550
ATAC;9201;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9202;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9204;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9207;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9210;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9212;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9214;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9215;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9216;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9217;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9218;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9219;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9220;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9222;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9225;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9226;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9227;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9229;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9230;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9231;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9232;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9233;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9234;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9235;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9236;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9237;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9238;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9239;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9240;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9241;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9242;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9243;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9244;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9245;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9247;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9248;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
ATAC;9250;TRAM;PortaMaggiore;TRAM - ROMA 2 TIPO FIAT 72551
TPL;9500;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9501;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9502;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9503;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9504;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9505;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9506;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9507;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9508;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9509;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9510;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9511;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9512;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9514;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9515;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9516;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9517;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9519;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9520;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9521;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9523;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9524;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9525;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9526;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9527;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9528;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9529;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9530;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9531;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9532;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9533;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9534;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9535;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9536;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9537;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9538;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9539;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9540;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9541;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9542;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9543;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9544;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9546;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9547;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9548;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9549;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9550;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9551;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9552;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9553;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9554;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9555;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9556;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9557;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9558;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9560;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9561;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9562;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9563;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9564;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9565;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9566;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9567;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9568;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9569;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9570;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9571;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9572;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9573;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9575;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9576;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9578;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9579;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9580;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9581;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9583;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9584;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9585;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9586;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9587;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9588;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9589;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9590;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9591;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9593;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9595;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9596;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9597;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9598;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9600;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9601;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9602;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9605;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9607;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9608;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9609;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9610;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9611;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9612;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9613;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9614;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9615;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9616;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9617;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9618;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9620;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9621;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9622;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9623;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9626;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9627;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9628;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9629;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9631;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9632;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9633;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9635;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9636;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9637;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9638;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9640;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9641;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9642;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9643;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9644;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9645;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9646;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9647;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9648;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9649;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9650;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9651;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9652;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9653;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9655;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9656;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9657;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9658;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9659;TPL.Diesel Euro5;RomaTPL;BREDA VIVACITY Corto
TPL;9660;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9662;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9663;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9664;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9666;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9667;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9668;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9669;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9670;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9671;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9672;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9673;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9674;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9675;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9676;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9677;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9678;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9679;TPL.Diesel Euro5;RomaTPL;BREDA AVANCITY Normale
TPL;9700;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9701;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9702;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9703;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9705;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9706;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9707;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9708;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9709;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9711;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9712;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9713;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9714;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9715;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9716;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9717;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9718;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9720;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9721;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9722;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9723;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9724;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9725;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9726;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9727;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9728;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9729;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9730;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9731;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9733;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9734;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9735;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9736;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9737;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9738;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9740;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9741;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9742;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9743;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9744;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9745;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9746;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9747;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9748;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9749;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9750;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9751;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9752;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9753;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9754;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9755;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9756;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9757;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9758;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9759;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9760;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9761;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9762;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9763;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9764;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9765;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9766;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9767;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9768;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9769;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9770;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9772;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9773;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9774;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9775;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9776;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9777;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9778;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9779;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9780;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9781;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9782;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9783;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9784;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9785;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9786;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9787;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9788;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9789;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9790;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9791;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9792;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9793;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9794;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9795;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9796;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9797;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9798;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9799;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9800;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9801;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9802;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9803;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9804;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9805;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9806;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9807;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9808;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9809;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9810;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9811;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9812;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9813;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9814;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9815;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9816;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9818;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9819;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9820;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9821;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9822;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9823;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
TPL;9824;TPL.Diesel Euro5;RomaTPL;TEMSA AVENUE LF Normale
